id_ID,id_ell_light_uk,id_ell_moist_uk,id_ell_pH_uk,id_ell_N,id_li_form_B,id_ros,id_reprod_B,id_strategy,id_self_st,id_Breeding_sys,id_flw_muell,id_poll_vect_B,id_MycoFlor
Matthiola incana,9.0,3.0,8.0,2.0,T,h,s,cr,SC,AFXF,B,se,FM
Medicago falcata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,sv,cs,not defined,not defined,H,in,OM
Medicago lupulina,7.0,4.0,7.0,4.0,H,h,sv,csr,SC,AF,H,se,OM
Medicago minima,9.0,3.0,7.0,2.0,H,h,s,sr,SC,AO,H,se,OM
Medicago polymorpha,9.0,4.0,5.0,5.0,T,r,s,r,SC,AF,H,se,OM
Melampyrum arvense,7.0,3.0,8.0,3.0,T,r,s,cr,SC,XF,Hh,in,NM
Melampyrum cristatum,6.0,3.0,7.0,2.0,T,r,s,cr,SC,AFXF,Hh,se,NM
Melampyrum nemorosum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,cr,SC,AFXF,Hh,se,FM
Melampyrum pratense,5.0,5.0,2.0,2.0,T,r,s,cr,SC,AF,Hh,se,FM
Melampyrum sylvaticum,4.0,5.0,2.0,2.0,T,r,s,cr,SC,AFXF,Hh,se,NM
Melica altissima,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,c,not defined,not defined,W,wi,OM
Melica ciliata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,cs,not defined,not defined,W,wi,OM
Melica nutans,4.0,4.0,6.0,3.0,G,h,sv,cs,not defined,not defined,W,wi,FM
Melica transsilvanica,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,cs,not defined,not defined,W,wi,OM
Melica uniflora,3.0,5.0,6.0,5.0,G,h,sv,c,not defined,not defined,W,wi,FM
Melilotus albus,9.0,3.0,7.0,4.0,H,r,s,cr,SC,AF,H,se,OM
Melilotus indicus,9.0,4.0,7.0,6.0,T,r,s,r,SC,AF,H,se,OM
Melilotus officinalis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,s,cr,SC,X,H,se,OM
Melissa officinalis,6.0,4.0,7.0,5.0,H,r,sv,c,SC,AFXF,H,se,OM
Melittis melissophyllum,5.0,4.0,6.0,3.0,H,r,sv,c,SC,XF,HhFn,in,FM
Mentha aquatica,7.0,8.0,7.0,5.0,H,r,sv,cs,SC,XF,BD,in,FM
Mentha arvensis,6.0,7.0,5.0,6.0,H,r,sv,c,SC,XF,BD,in,FM
Mentha longifolia,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,sv,c,SC,XF,BD,in,OM
Mentha pulegium,8.0,7.0,5.0,6.0,H,r,sv,csr,SC,XF,BD,in,OM
Mentha spicata,7.0,8.0,7.0,7.0,H,r,sv,c,SC,XF,BD,in,OM
Menyanthes trifoliata,7.0,10.0,4.0,3.0,A,r,vvs,cs,SI,X,B,se,FM
Mercurialis annua,7.0,4.0,7.0,7.0,T,r,s,r,SC,X,W,wi,OM
Mercurialis perennis,2.0,5.0,7.0,7.0,G,r,sv,cs,not defined,X,W,wi,FM
Milium effusum,4.0,5.0,5.0,5.0,H,r,sv,cs,SC,AFXF,W,wi,FM
Mimulus guttatus,7.0,9.0,6.0,6.0,H,r,sv,cs,SC,XF,H,se,FM
Minuartia hybrida,9.0,3.0,8.0,3.0,T,r,s,sr,SC,AFXF,AB,se,OM
Minuartia verna,8.0,4.0,7.0,1.0,C,r,s,s,SC,AFXF,AB,se,NM
Moehringia trinervia,4.0,5.0,6.0,6.0,H,r,s,csr,SC,AF,AB,se,NM
Molinia arundinacea,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,g,ssv,cs,I+,X,W,wi,FM
Molinia caerulea,6.0,7.0,3.0,2.0,H,g,ssv,cs,I+,X,W,wi,OM
Moneses uniflora,4.0,5.0,4.0,1.0,C,g,sv,s,SC,AFXF,BD,se,OM
Monotropa hypopitys,3.0,5.0,4.0,2.0,G,r,sv,not defined,SC,AO,BHh,se,OM
Montia fontana,7.0,9.0,4.0,3.0,H,r,sv,sr,SC,AO,A,pk,FM
Muscari botryoides,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,r,sv,csr,I+,X,Hb,se,OM
Muscari comosum,7.0,3.0,7.0,4.0,G,g,sv,csr,not defined,not defined,Hb,in,OM
Muscari neglectum,7.0,3.0,7.0,4.0,G,g,sv,csr,not defined,not defined,Hb,in,OM
Muscari tenuiflorum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,g,s,csr,not defined,not defined,Hb,se,OM
Mycelis muralis,4.0,5.0,6.0,5.0,H,h,s,csr,SC,AF,B`,se,FM
Myosotis alpestris,8.0,4.0,8.0,2.0,H,h,s,csr,SC,AF,B,se,FM
Myosotis arvensis,6.0,5.0,5.0,6.0,H,h,s,r,SC,AF,B,se,FM
Myosotis decumbens,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,not defined,not defined,B,se,FM
Myosotis discolor,7.0,4.0,4.0,2.0,H,h,s,sr,not defined,not defined,B,se,OM
Myosotis laxa,7.0,9.0,6.0,5.0,H,h,s,csr,not defined,not defined,B,se,OM
Myosotis ramosissima,8.0,2.0,6.0,1.0,H,h,s,sr,not defined,not defined,B,se,FM
Myosotis scorpioides,6.0,8.0,5.0,5.0,H,h,sv,csr,I+,X,B,se,FM
Myosotis sparsiflora,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,r,SC,AF,B,se,OM
Myosotis sylvatica,6.0,5.0,6.0,5.0,H,h,sv,csr,SC,AF,B,se,FM
Myosoton aquaticum,6.0,8.0,7.0,8.0,G,r,sv,cs,SC,AFXF,AB,se,FM
Myosurus minimus,8.0,6.0,6.0,5.0,T,g,s,r,SC,AF,A,se,OM
Myrica gale,8.0,9.0,3.0,2.0,N,r,vvs,cs,not defined,X,W,wi,FM
Myriophyllum alterniflorum,7.0,12.0,5.0,3.0,A,r,vvs,not defined,not defined,not defined,W,wi,FM
Myriophyllum spicatum,5.0,12.0,7.0,7.0,A,r,vvs,not defined,not defined,not defined,W,wi,NM
Myrrhis odorata,7.0,5.0,7.0,7.0,H,h,s,c,SC,XF,A,in,OM
Najas minor,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,A,r,sv,not defined,SC,AFXF,Hy,wa,NM
Narcissus poeticus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,g,sv,csr,not defined,not defined,F,se,OM
Narcissus pseudonarcissus,7.0,5.0,6.0,5.0,G,g,vvs,csr,SI,X,Hh,in,OM
Narcissus radiiflorus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,g,sv,csr,not defined,not defined,F,se,OM
Nardus stricta,7.0,6.0,2.0,2.0,H,g,vvs,cs,not defined,not defined,W,wi,OM
Narthecium ossifragum,8.0,9.0,2.0,1.0,H,h,vvs,csr,SC,AF,Po,wi,FM
Nasturtium officinale,7.0,10.0,7.0,7.0,C,r,sv,cs,SC,AO,AB,se,NM
Neottia nidus-avis,2.0,4.0,7.0,5.0,G,r,sv,not defined,SC,AFXF,AB,se,OM
Nepeta cataria,7.0,4.0,7.0,6.0,C,r,s,c,SC,X,H,in,OM
Neslia paniculata,6.0,4.0,7.0,4.0,T,h,s,r,SC,AO,AB,se,NM
Nicotiana rustica,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,h,s,cr,SC,AO,B,se,OM
Nicotiana tabacum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,h,s,cr,SC,AF,F,se,OM
Nigritella nigra,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,h,s,csr,SC,not defined,F,in,OM
Nuphar lutea,7.0,11.0,7.0,6.0,A,g,sv,not defined,SC,XF,AB,in,NM
Nuphar pumila,7.0,11.0,4.0,2.0,A,g,sv,not defined,SC,XF,AB,in,NM
Nymphaea alba,7.0,11.0,6.0,4.0,A,g,sv,not defined,SC,AF,AB,se,NM
Nymphoides peltata,8.0,11.0,7.0,6.0,A,g,sv,not defined,C+,AFXF,B,in,NM
Odontites luteus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,r,not defined,not defined,H,se,OM
Odontites vernus,6.0,5.0,6.0,5.0,T,r,s,r,SC,AFXF,H,se,NM
Odontites vulgaris,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,r,SC,AFXF,H,se,FM
Oenanthe aquatica,7.0,10.0,7.0,6.0,A,h,sv,cs,SC,AFXF,A,se,NM
Oenanthe fistulosa,7.0,9.0,7.0,5.0,A,h,sv,cs,SC,AFXF,A,in,OM
Oenanthe lachenalii,8.0,8.0,8.0,5.0,H,h,s,cs,SC,AFXF,A,se,OM
Oenothera biennis,9.0,4.0,6.0,4.0,H,h,s,cr,SC,AO,FnH,se,OM
Oenothera glazioviana,9.0,3.0,6.0,4.0,H,h,s,cr,SC,XF,FnH,se,OM
Onobrychis arenaria,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,s,cs,not defined,not defined,H,in,OM
Onobrychis viciifolia,7.0,3.0,8.0,3.0,H,r,s,c,I+,X,H,se,OM
Ononis arvensis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,sv,cs,SC,AFXF,Hb,in,OM
Ononis natrix,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,s,cs,SC,AFXF,Hb,in,OM
Ononis repens,8.0,4.0,6.0,2.0,H,r,s,cs,SC,AFXF,Hb,in,OM
Ononis spinosa,8.0,4.0,7.0,3.0,H,r,s,cs,SC,AFXF,Hb,in,OM
Onopordum acanthium,8.0,4.0,6.0,7.0,H,h,s,cr,not defined,not defined,B`,in,FM
Ophioglossum vulgatum,6.0,7.0,7.0,2.0,G,r,sv,csr,SC,I,not defined,not defined,OM
Ophrys apifera,7.0,4.0,8.0,2.0,G,h,s,csr,SC,AO,Hb,se,OM
Ophrys insectifera,7.0,4.0,8.0,2.0,G,h,s,csr,SC,XF,Hb,in,OM
Ophrys sphegodes,8.0,4.0,9.0,3.0,G,h,s,csr,SC,XF,Hb,in,OM
Orchis coriophora,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,h,s,csr,SC,XF,Hb,in,OM
Orchis mascula,6.0,4.0,7.0,3.0,G,h,s,csr,SC,XF,BHh,in,OM
Orchis militaris,7.0,3.0,8.0,2.0,G,h,sv,csr,SC,XF,B,in,OM
Orchis morio,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,h,s,csr,SC,XF,BHh,in,OM
Orchis palustris,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,h,s,csr,SC,XF,B,in,OM
Orchis purpurea,5.0,4.0,8.0,3.0,G,h,ssv,csr,SC,XF,BHh,in,OM
Orchis simia,8.0,3.0,8.0,2.0,G,h,s,csr,SC,X,B,in,OM
Orchis tridentata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,h,s,csr,SC,XF,BHb,in,OM
Orchis ustulata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,h,s,csr,SC,XF,F,in,OM
Oreochloa disticha,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,g,s,csr,not defined,not defined,W,wi,FM
Origanum vulgare,6.0,3.0,7.0,3.0,H,r,sv,csr,SC,XF,B,in,OM
Ornithogalum angustifolium,6.0,3.0,6.0,4.0,G,g,vvs,csr,SI,X,AB,in,OM
Ornithogalum nutans,6.0,4.0,7.0,7.0,G,g,sv,csr,not defined,not defined,AB,se,OM
Ornithogalum pyrenaicum,4.0,5.0,6.0,5.0,G,g,ssv,not defined,not defined,not defined,AB,se,OM
Ornithogalum umbellatum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,g,vvs,csr,I+,X,AB,se,FM
Orobanche ramosa,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,not defined,SC,AFXF,H,se,FM
Orthilia secunda,4.0,5.0,5.0,2.0,C,r,sv,s,SC,AFXF,B,se,FM
Osmunda regalis,5.0,8.0,4.0,4.0,G,g,s,c,I+,X,not defined,not defined,FM
Oxalis acetosella,1.0,5.0,4.0,4.0,G,r,sv,csr,SC,AF,BD,se,FM
Oxalis corniculata,7.0,4.0,6.0,5.0,H,r,sv,r,SC,AF,B,se,OM
Oxyria digyna,7.0,6.0,5.0,3.0,H,h,sv,csr,not defined,not defined,W,wi,FM
Panicum capillare,8.0,4.0,6.0,6.0,T,h,s,cr,SC,not defined,W,wi,FM
Panicum miliaceum,8.0,4.0,6.0,6.0,T,h,s,cr,SC,AFXF,W,wi,OM
Papaver rhoeas,6.0,4.0,7.0,6.0,H,h,s,cr,SI,X,Po,in,FM
Papaver somniferum,7.0,4.0,7.0,6.0,T,h,s,cr,I+,X,Po,se,NM
Parietaria judaica,6.0,3.0,7.0,5.0,H,r,s,csr,not defined,not defined,W,wi,FM
Paris quadrifolia,3.0,6.0,7.0,6.0,G,r,vvs,csr,SC,AFXF,Dt,wi,FM
Parnassia palustris,8.0,8.0,7.0,2.0,H,h,sv,csr,not defined,X,Dt,in,FM
Parthenocissus inserta,6.0,5.0,7.0,7.0,N,r,s,c,SC,AFXF,A,in,OM
Pastinaca sativa,7.0,4.0,7.0,5.0,H,h,s,c,SC,AFXF,A,in,OM
Paulownia tomentosa,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,M,r,s,c,not defined,not defined,Hh,in,OM
Pedicularis oederi,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,csr,not defined,not defined,Hh,se,NM
Pedicularis palustris,7.0,8.0,5.0,2.0,H,h,s,cs,SC,XF,Hh,se,NM
Pedicularis sceptrum-carolinum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,cs,not defined,not defined,Hh,se,NM
Pedicularis sylvatica,7.0,7.0,1.0,2.0,H,h,s,csr,SC,X,Hh,se,NM
Pedicularis verticillata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,csr,not defined,not defined,Hh,in,FM
Persicaria amphibia,7.0,10.0,6.0,4.0,H,r,vvs,cs,SI,X,B,in,FM
Persicaria hydropiper,7.0,7.0,5.0,6.0,T,r,s,cr,SC,AO,B,se,FM
Persicaria lapathifolia,6.0,6.0,6.0,7.0,T,r,s,cr,SC,AO,B,se,FM
Persicaria maculosa,6.0,5.0,6.0,7.0,T,r,s,cr,SC,AO,B,se,FM
Petasites albus,4.0,5.0,5.0,5.0,H,g,sv,cs,not defined,X,B`,in,FM
Petasites hybridus,6.0,7.0,7.0,7.0,H,g,sv,cs,not defined,X,B`,in,FM
Petasites spurius,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,g,sv,cs,not defined,X,B`,in,OM
Petroselinum crispum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,cr,SC,XF,A,in,FM
Peucedanum alsaticum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,c,SC,XF,A,in,OM
Peucedanum officinale,7.0,4.0,8.0,2.0,H,h,sv,c,SC,XF,A,in,OM
Peucedanum ostruthium,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,c,SC,XF,A,in,OM
Peucedanum palustre,7.0,9.0,5.0,4.0,H,h,ssv,cs,SC,XF,A,in,OM
Phacelia tanacetifolia,8.0,5.0,7.0,7.0,T,r,s,r,SC,AFXF,H,se,OM
Phalaris arundinacea,7.0,8.0,7.0,7.0,G,r,sv,c,SI,X,W,wi,FM
Phaseolus coccineus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,not defined,C+,AF,H,se,OM
Phaseolus vulgaris,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,not defined,SC,AO,H,se,OM
Phegopteris connectilis,2.0,6.0,3.0,5.0,G,r,sv,cs,not defined,not defined,not defined,not defined,FM
Philadelphus coronarius,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,ssv,c,SI,X,HF,in,FM
Phleum alpinum,7.0,5.0,4.0,4.0,H,h,sv,csr,SI,X,W,wi,OM
Phleum arenarium,9.0,3.0,5.0,3.0,H,h,s,sr,not defined,not defined,W,wi,NM
Phleum hirsutum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,cs,not defined,not defined,W,wi,OM
Phleum phleoides,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,ssv,csr,SI,X,W,wi,FM
Phleum pratense,7.0,5.0,6.0,6.0,H,h,ssv,c,C+,X,W,wi,OM
Phlomis tuberosa,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,c,SC,XF,H,in,OM
Phlox paniculata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,sv,c,SC,AFXF,F,in,OM
Phragmites australis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,A,r,vvs,cs,I+,X,W,wi,FM
Phyllitis scolopendrium,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,g,s,cs,not defined,not defined,not defined,not defined,OM
Physalis alkekengi,5.0,6.0,8.0,7.0,G,r,sv,c,SC,AFXF,B,se,OM
Phyteuma hemisphaericum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,SI,X,not defined,se,FM
Phyteuma orbiculare,7.0,4.0,7.0,3.0,H,h,s,csr,SI,X,not defined,se,OM
Phyteuma spicatum,5.0,5.0,6.0,5.0,H,h,s,csr,SI,X,not defined,se,FM
Picea abies,-5.0,6.0,4.0,4.0,M,r,s,c,SI,X,W,wi,OM
Picea pungens,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,M,r,s,c,SI,X,W,wi,OM
Picris echioides,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,h,s,csr,SC,X,B`,se,OM
Picris hieracioides,8.0,4.0,7.0,3.0,H,h,s,csr,SI,X,B`,se,OM
Pieris floribunda,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,s,not defined,SC,AFXF,B,in,OM
Pilularia globulifera,8.0,9.0,4.0,2.0,A,r,sv,not defined,not defined,X,not defined,not defined,FM
Pimpinella major,7.0,5.0,7.0,6.0,H,h,s,c,SC,XF,A,in,FM
Pimpinella saxifraga,7.0,3.0,6.0,2.0,H,h,s,cs,SC,XF,A,in,FM
Pinellia ternata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,g,sv,not defined,not defined,not defined,Dke,in,OM
Pinguicula alpina,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,g,sv,s,SC,XF,Dkl,in,NM
Pinguicula vulgaris,8.0,8.0,6.0,2.0,G,g,sv,s,SC,AF,Hb,se,FM
Pinus cembra,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,M,r,s,c,not defined,XF,W,wi,OM
Pinus mugo,8.0,6.0,4.0,3.0,M,r,s,c,SC,X,W,wi,OM
Pinus nigra,-7.0,3.0,8.0,2.0,M,r,s,c,I+,X,W,wi,OM
Pinus strobus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,M,r,s,c,not defined,XF,W,wi,OM
Pinus sylvestris,-7.0,5.0,2.0,2.0,M,r,s,c,C+,X,W,wi,FM
Pinus uncinata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,M,r,s,c,not defined,XF,W,wi,OM
Pisum sativum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,cr,SC,AO,H,se,OM
Plantago atrata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,g,s,csr,not defined,not defined,Wb,wi,OM
Plantago coronopus,8.0,6.0,6.0,4.0,H,g,s,s,not defined,not defined,Wb,wi,OM
Plantago lanceolata,6.0,5.0,6.0,4.0,H,g,ssv,csr,I+,X,Wb,wi,OM
Plantago major,7.0,5.0,6.0,6.0,H,g,ssv,csr,SC,XF,Wb,wi,OM
Plantago maritima,8.0,7.0,6.0,4.0,H,g,s,s,SI,X,Wb,wi,OM
Plantago media,7.0,4.0,7.0,3.0,H,g,sv,csr,I+,X,Wb,wi,OM
Platanthera bifolia,6.0,5.0,6.0,2.0,G,h,s,csr,SC,XF,Fn,in,OM
Platanthera chlorantha,5.0,5.0,7.0,4.0,G,h,s,csr,SC,XF,Fn,in,OM
Poa alpina,7.0,5.0,6.0,3.0,H,h,sv,cs,SC,AFXF,W,wi,FM
Poa angustifolia,7.0,4.0,6.0,3.0,H,h,sv,cs,SC,AFXF,W,wi,OM
Poa annua,7.0,5.0,6.0,7.0,H,h,ssv,r,SC,AF,W,wi,FM
Poa badensis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,csr,SC,AFXF,W,wi,FM
Poa bulbosa,8.0,3.0,5.0,2.0,H,h,v,sr,SC,AFXF,W,wi,OM
Poa compressa,9.0,3.0,7.0,3.0,H,r,sv,csr,SC,AFXF,W,wi,FM
Poa glauca,7.0,5.0,6.0,3.0,H,h,sv,not defined,SC,AFXF,W,wi,OM
Poa nemoralis,4.0,5.0,5.0,4.0,H,r,sv,csr,SC,AFXF,W,wi,FM
Poa palustris,6.0,8.0,6.0,6.0,H,h,sv,cs,SC,AFXF,W,wi,FM
Poa pratensis,6.0,5.0,6.0,6.0,H,h,sv,c,SC,AFXF,W,wi,FM
Poa trivialis,6.0,6.0,6.0,6.0,H,h,sv,csr,SC,AFXF,W,wi,FM
Polemonium caeruleum,5.0,5.0,7.0,6.0,H,h,ssv,csr,SC,XF,BHb,in,OM
Polygala amara,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,h,s,csr,SC,AFXF,B,se,NM
Polygala amarella,8.0,6.0,8.0,1.0,C,h,s,csr,SC,AFXF,B,se,FM
Polygala calcarea,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,h,s,csr,SC,AF,B,se,OM
Polygala chamaebuxus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,S,r,sv,cs,SC,AFXF,B,in,FM
Polygala comosa,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,s,csr,SC,AFXF,BHb,se,OM
Polygala serpyllifolia,8.0,6.0,2.0,2.0,C,r,s,csr,SC,AF,B,se,OM
Polygala vulgaris,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,r,s,csr,SC,AF,B,se,OM
Polygonatum multiflorum,2.0,5.0,6.0,5.0,G,r,sv,csr,not defined,not defined,Hh,se,FM
Polygonatum odoratum,5.0,3.0,7.0,3.0,G,r,sv,csr,not defined,not defined,Hh,se,FM
Polygonatum verticillatum,4.0,5.0,4.0,5.0,G,r,sv,csr,SC,AF,H,se,FM
Polygonum aviculare,7.0,5.0,6.0,7.0,T,r,s,r,SC,AO,B,se,FM
Polypodium vulgare,5.0,4.0,2.0,2.0,C,r,sv,cs,SC,AO,not defined,se,FM
Polypogon monspeliensis,8.0,8.0,7.0,6.0,T,h,s,not defined,not defined,not defined,W,wi,FM
Polystichum aculeatum,3.0,5.0,6.0,5.0,C,g,s,cs,not defined,not defined,not defined,not defined,FM
Polystichum braunii,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,g,s,cs,not defined,not defined,not defined,not defined,FM
Polystichum lonchitis,6.0,5.0,7.0,3.0,H,g,s,cs,not defined,not defined,not defined,not defined,FM
Polystichum setiferum,3.0,5.0,5.0,5.0,C,g,s,cs,not defined,not defined,not defined,not defined,OM
Populus alba,-5.0,6.0,7.0,6.0,M,r,ssv,c,not defined,X,W,wi,FM
Populus nigra,-5.0,8.0,7.0,7.0,M,r,ssv,c,not defined,X,W,wi,OM
Populus tremula,-6.0,5.0,5.0,5.0,M,r,sv,c,not defined,X,W,wi,OM
Populus trichocarpa,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,M,r,ssv,c,not defined,X,W,wi,OM
Portulaca oleracea,7.0,4.0,7.0,7.0,T,r,s,r,SC,AO,AB,wi,FM
Potamogeton crispus,6.0,12.0,7.0,5.0,A,r,vvs,not defined,SC,AFXF,W,wi,NM
Potamogeton gramineus,7.0,12.0,5.0,3.0,A,r,sv,not defined,SC,XF,W,wi,NM
Potamogeton lucens,6.0,12.0,6.0,6.0,A,r,sv,not defined,SC,XF,W,wi,NM
Potamogeton natans,6.0,11.0,6.0,4.0,A,r,vvs,not defined,SC,XF,W,wi,FM
Potamogeton pectinatus,6.0,12.0,7.0,7.0,A,r,vvs,not defined,SC,AFXF,W,wi,NM
Potamogeton perfoliatus,6.0,12.0,6.0,5.0,A,r,vvs,not defined,SC,XF,W,wi,NM
Potamogeton polygonifolius,7.0,10.0,3.0,2.0,A,r,sv,not defined,SC,XF,W,wi,NM
Potamogeton praelongus,7.0,12.0,7.0,4.0,A,r,sv,not defined,SC,XF,W,wi,NM
Potentilla anglica,7.0,5.0,5.0,4.0,H,g,sv,cs,not defined,not defined,AB,in,OM
Potentilla anserina,7.0,6.0,7.0,6.0,H,g,sv,csr,SI,X,AB,in,OM
Potentilla argentea,8.0,2.0,3.0,1.0,H,h,s,cs,SC,AF,AB,se,OM
Potentilla aurea,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,not defined,not defined,AB,se,OM
Potentilla crantzii,7.0,4.0,7.0,2.0,H,h,sv,csr,not defined,not defined,AB,se,OM
Potentilla erecta,6.0,7.0,3.0,2.0,H,r,sv,csr,SI,X,AB,in,FM
Potentilla fruticosa,8.0,6.0,8.0,2.0,N,r,ssv,c,not defined,not defined,AB,se,OM
Potentilla palustris,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,r,sv,cs,C+,AFXF,AB,se,FM
Potentilla recta,8.0,3.0,5.0,2.0,H,h,ssv,cs,SC,XF,AB,se,OM
Potentilla reptans,6.0,5.0,7.0,5.0,H,g,sv,csr,not defined,not defined,AB,in,OM
Potentilla rupestris,7.0,4.0,6.0,2.0,H,h,ssv,cs,SC,AFXF,AB,se,OM
Potentilla sterilis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,not defined,not defined,AB,se,OM
Potentilla supina,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,sr,not defined,not defined,AB,in,OM
Potentilla tabernaemontani,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,not defined,not defined,AB,se,OM
Primula auricula,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,g,sv,csr,I+,X,Ft,in,OM
Primula elatior,4.0,5.0,7.0,6.0,H,g,sv,csr,I+,X,HhFt,in,OM
Primula farinosa,8.0,8.0,8.0,2.0,H,g,sv,csr,I+,X,Ft,in,OM
Primula minima,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,g,sv,s,SI,X,Ft,se,FM
Primula veris,7.0,4.0,7.0,3.0,H,g,sv,csr,I+,X,HhFt,in,FM
Primula vulgaris,5.0,5.0,6.0,4.0,H,g,sv,csr,SC,X,HhFt,in,OM
Prunella grandiflora,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,h,sv,csr,SC,XF,Hh,se,OM
Prunella vulgaris,7.0,5.0,6.0,4.0,C,r,sv,csr,SC,X,H,se,FM
Prunus armeniaca,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,M,r,s,c,SC,AFXF,AB,in,OM
Prunus avium,-4.0,5.0,6.0,5.0,M,r,s,c,SI,X,AB,se,OM
