ID,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2
04683,"MARGARINE,MARGARINE-LIKE VEG OIL SPRD,67-70% FAT,TUB",29.52,606,0.07,68.29,1.53,0.59,,,,,,,,536,,,,,,,,,,,,,,,,,3571,,,,,,,,13,,,,16.688,24.748,23.794,,14,"1 tbsp,  (1 NLEA serving)",,
04684,"MARGARINE,80% FAT,TUB,CANOLA HARVEST SOFT SPRD",16.06,730,0.41,80.32,1.82,1.39,,,,,,,,714,,,,,,,,,,,,,,,,,,,,,,,,,26.63,,,,11.648,45.262,21.344,,14,"1 tablespoon,  (1 NLEA serving)",,
04685,"OIL,COOKING & SALAD,ENOVA,80% DIGLYCERIDES",0,884,0,100,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,21.64,,,,4.63,37.016,53.37,,14,"1 tbsp,  (1 NLEA serving)",214,1 cup
04686,"SALAD DRSNG,HONEY MUSTARD DRSNG,RED CAL",57.19,207,0.98,10,2.56,28.26,0.8,18.33,67,0.41,12,28,55,701,0.17,0.025,0.144,6.8,0.4,0.07,0.013,0.118,0.071,0.02,2,0,2,2,4.9,0,14,1,0,0,6,5,0,4,1.46,0,0,13.3,0.833,5.573,3.152,0,30,"2 tbsp,  (1 serving)",,
04687,"MARGARINE-LIKE SPRD,BENECOL LT SPRD",53.73,357,0,38.71,1.86,5.71,,,4,0,1,4,4,670,0,0,0,,,0.012,0,0,,0,,,,,,,4567,1370,1370,,,,,,37.22,,,56.5,4.77,18.932,11.948,,14,"1 tablespoon,  (1 NLEA serving)",,
04688,"SALAD DRSNG,SPRAY-STYLE DRSNG,ASSORTED FLAVORS",71,165,0.16,10.75,1.5,16.6,0.3,14.29,6,0.18,,,,1102,,,,,0.7,,,,,,,,,,,,347,,,,,,,,,,,,1.643,,,0,8,"1 serving,  (approximately 10 sprays)",,
04689,"SALAD DRSNG,MAYO,LT,SMART BALANCE,OMEGA PLUS LT",52.44,333,1.53,34.18,2.46,9.39,0.2,5.38,13,0.31,2,27,63,848,0.2,0.016,0.013,4.4,0,0.015,0.03,0.028,0.27,0.015,,,,,,0.17,0,0,,,,,,,10.41,,,65.8,3.288,16.662,11.776,33,14,"1 tbsp,  (1 NLEA serving)",,
04690,"VEG OIL SPRD,37% FAT,UNSPEC OILS,W/ SALT,W/ ADDED VITAMIN D",59.55,339,0.51,37.77,1.52,0.66,0,0,6,0.02,1,5,34,589,0.02,0,0,0,0.1,0.011,0.005,0,0.696,0,1,0,1,1,12.4,0.06,4322,1297,1297,0,0,0,0,0,13.45,10.7,429,74.6,8.637,13.958,12.735,0,14.9,1 tbsp,,
04691,"MARGARINE,REG,80% FAT,COMP,STK,W/ SALT,W/ ADDED VITAMIN D",16.52,717,0.16,80.71,1.92,0.7,0,0,3,0.06,3,5,18,751,0,0,,0,0.2,0.01,0.037,0.023,,0.009,1,0,1,1,12.4,0.1,3577,819,768,0,610,0,0,0,9,10.7,429,93,15.189,38.877,24.302,0,14,1 tablespoon,227,1 cup
04692,"MARGARINE,REG,80% FAT,COMP,TUB,W/ SALT,W/ ADDED VITAMIN D",17.07,713,0.22,80.17,1.78,0.75,0,0,3,0,1,5,17,657,0,0,0,0,0.1,0,0,0,0.085,0,1,0,1,1,12.4,0.08,3577,819,768,0,610,0,0,0,15.43,10.7,429,91.7,14.224,36.435,26.741,0,14,1 tbsp,,
04693,"VEG OIL SPRD,60% FAT,STK,W/ SALT,W/ ADDED VITAMIN D",36.95,537,0.12,60.39,1.84,0.69,0,0,21,0,2,16,30,785,0,0.008,,0,0.1,0.007,0.026,0.016,,0.006,1,0,1,1,12.4,0.07,3577,819,768,0,610,0,0,0,5,10.7,429,101.3,10.884,29.664,16.718,0,14,1 tbsp,,
04694,"VEG OIL SPRD,60% FAT,TUB,W/ SALT,W/ ADDED VITAMIN D",37.58,533,0.17,59.81,1.59,0.86,0,0,21,0,2,16,30,785,0,0,,0,0.1,0.007,0.026,0.016,,3.75,1,0,1,1,10.2,10.8,3577,819,768,0,610,0,0,0,21.12,10.7,429,101.3,12.086,19.347,26.477,1,14,1 tbsp,229,1 cup
04695,"VEG-OIL SPRD,STICK/TUB/BOTTLE,60% FAT,W/ ADDED VITAMIN D",38.68,535,0.6,59.17,1.7,0,0,0,21,0,2,16,30,785,0,0,,0,0.1,0.007,0.026,0.016,,0.006,1,0,1,1,12.4,0.07,3577,819,768,0,610,0,0,0,5,10.7,429,101.3,10.042,20.316,24.686,1,14,1 tbsp,229,1 cup
04696,"MARGARINE,REG,80% FAT,COMP,STK,WO/ SALT,W/ ADDED VITAMIN D",16.52,717,0.16,80.71,1.92,0.7,0,0,3,0.06,3,5,18,2,0,0,,0,0.2,0.01,0.037,0.023,,0.009,1,0,1,1,12.4,0.1,3577,819,768,0,610,0,0,0,9,10.7,429,93,15.189,38.877,24.302,0,14,1 tbsp,229,1 cup
04697,"VEG OIL SPRD,60% FAT,STICK/TUB/BOTTLE,WO/ SALT,W/VIT D",37.58,542,0.17,59.81,1.59,0.86,0,0,21,0,2,16,30,2,0,0,,0,0.1,0.007,0.026,0.016,,3.75,1,0,1,1,10.2,10.8,3577,819,768,0,610,0,0,0,21.12,10.7,429,101.3,12.086,19.348,26.477,1,14,1 tbsp,,
04698,"OIL,INDUSTRIAL,CANOLA,HI OLEIC",0,900,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,17.46,0,0,71.3,6.787,72.734,15.785,0,14,1 tablespoon,218,1 cup
04699,"OIL,INDUSTRIAL,SOY,LO LINOLENIC",0,900,0,100,0,0,0,0,0,0.05,0,0,0,0,0.01,0,,0,0,0,0,0,,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,8.18,0,0,183.9,15.084,21.438,58.932,0,14,1 tablespoon,218,1 cup
04700,"OIL,INDUSTRIAL,SOY,ULTRA LO LINOLENIC",0,884,0,100,0,0,0,0,0,0.05,0,0,0,0,0.01,0,,0,0,0,0,0,,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,8.18,0,0,183.9,14.853,28.876,52.149,0,13.6,1 tablespoon,218,1 cup
04701,"OIL,INDUSTRIAL,SOY,FULLY HYDR",0,884,0,100,0,0,0,0,0,0.05,0,0,0,0,0.01,0,,0,0,0,0,0,,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,8.18,0,0,183.9,93.966,1.341,0.383,0,13.6,1 tablespoon,218,1 cup
04702,"OIL,INDUSTRIAL,CTTNSD,FULLY HYDR",0,884,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,35.3,0,0,24.7,93.608,1.529,0.587,0,13.6,1 tablespoon,218,1 cup
04703,"SALAD DRSNG,HONEY MUSTARD,REG",32.64,464,0.87,40.83,2.32,23.33,0.4,15.84,12,0.29,5,22,20,512,0.14,0.018,0.066,5,0.2,0.039,0.023,0.061,0.115,0.017,5,0,5,5,20.7,0.05,70,12,10,1,18,7,0,41,3.53,0.1,6,70,5,11.458,22.839,29,30,2 tbsp,,
04704,"SALAD DRSNG,POPPYSEED,CREAMY",38.85,399,0.92,33.33,2.36,23.73,0.3,23.39,59,0.25,9,49,61,933,0.25,0.035,0.131,1.2,0.3,0.024,0.058,0.047,0.108,0.022,3,0,3,3,6,0.09,180,51,50,0,8,0,0,0,2.36,0.1,4,50.2,6.061,8.207,17.326,15,33,2 tbsp,,
04705,"SALAD DRSNG,CAESAR,FAT-FREE",64.1,131,1.47,0.23,3.48,30.73,0.2,8.82,33,0.29,4,30,48,1265,0.3,0.019,0.04,2.2,0.1,0.031,0.009,0.029,0.027,0.04,2,0,2,2,2.4,0.04,4,1,1,0,0,0,0,0,0.02,0,0,0,0.096,0.045,0.01,1,34,"2 tbsp,  (1 NLEA serving)",,
04706,"DRESSING,HONEY MUSTARD,FAT-FREE",56.17,169,1.07,1.47,2.86,38.43,1.2,17.75,24,0.36,13,37,69,1004,0.29,0.04,0.115,6.2,2.1,0.043,0.021,0.151,0.074,0.053,9,0,9,9,5.5,0.02,18,5,4,0,2,0,0,15,0.8,0,0,0.3,0.349,0.708,0.287,1,30,"2 tbsp,  (1 NLEA serving)",,
04707,"OIL,FLAXSEED,CONTAINS ADDED SLICED FLAXSEED",0.16,878,0.37,99.01,0.07,0.39,,,9,0.34,15,27,31,6,0.31,0.067,0.141,,,,,,,,,,,,,,,,,,,,,,0.71,,,3.3,9.047,20.634,64.876,0,13.7,1 tablespoon,219,1 cup
04708,"MAYONNAISE,RED FAT,W/ OLIVE OIL",57.58,361,0.37,40,2.05,0,0,0,0,0,2,15,31,800,0.07,0.019,0.007,2.3,0,0.008,0,0.01,0.058,0.002,0,0,0,0,9,0.12,70,8,5,0,30,3,0,27,2.19,0,0,53.7,5.37,29.542,4.006,33,15,1 tbsp,232,1 cup
04709,"SALAD DRSNG,MAYONNAISE-TYPE,LT",71.2,158,0.65,10,1.76,16.4,0,6.67,5,0.12,2,13,36,833,0.07,0.015,,0.4,0,0.01,0.03,0.004,,0.009,6,0,6,6,14.6,0.04,13,2,2,0,3,2,0,13,0.72,0,0,19.5,1.484,2.335,5.638,0,,,,
05000,"CHICKEN,BROILER,ROTISSERIE,BBQ,BREAST MEAT ONLY",67.78,144,28.04,3.57,1.4,0,0,0,13,0.46,25,246,284,328,0.87,0.041,,23.1,0,0.081,0.131,9.634,,0.314,11,0,8,8,59.8,0.27,17,5,5,0,0,0,0,0,0.32,0,0,0,0.863,1.444,0.49,86,85,3 oz,384,1 breast
05001,"CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,RAW",66.34,213,18.33,14.83,0.8,0.13,0,,11,1.31,20,149,189,70,1.48,0.064,0.029,11.8,2.6,0.061,0.186,6.639,1.072,0.34,30,0,30,30,,1.11,771,232,232,,,,,,,,,,4.24,6.08,3.19,90,85,3 oz,1046,1 chicken
05002,"CHICKEN,BROILER OR FRYER,MEAT&SKN&GIBLETS&NECK,FRIED,BATTER",49.29,291,22.84,17.53,1.31,9.03,,,21,1.79,21,158,190,284,1.91,0.089,0.064,20.3,0.4,0.113,0.248,7.083,1.039,0.32,32,9,23,38,,0.83,603,181,181,,,,,,,,,,4.67,7.13,4.15,103,85,3 oz,308,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
05003,"CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,FRIED,FLR",51.88,272,28.57,15.27,1.01,3.27,,,17,1.99,25,194,237,86,2.36,0.1,0.047,16.6,0.5,0.088,0.278,8.93,1.283,0.42,31,2,29,32,,1.11,826,248,248,,,,,,,,,,4.16,5.99,3.51,112,85,3 oz,212,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
05004,"CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,RSTD",60.11,234,26.78,13.27,0.9,0.06,0,0,15,1.66,23,182,212,79,2.16,0.08,0.031,15.9,0.5,0.063,0.224,7.908,1.128,0.38,29,0,29,29,73.3,0.94,636,191,191,0,0,0,0,0,0.33,0,1,2.4,3.7,5.17,2.9,107,85,3 oz,205,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
05005,"CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,STWD",64.04,216,24.49,12.37,0.76,0.06,0,,14,1.53,19,144,163,66,1.98,0.071,0.029,15.9,0.5,0.048,0.201,5.389,0.796,0.22,27,0,27,27,,0.79,579,174,174,,,,,,,,,,3.45,4.82,2.7,97,85,3 oz,225,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
05006,"CHICKEN,BROILERS OR FRYERS,MEAT & SKN,RAW",65.99,215,18.6,15.06,0.79,0,0,0,11,0.9,20,147,189,70,1.31,0.048,0.019,14.4,1.6,0.06,0.12,6.801,0.91,0.35,6,0,6,6,59.7,0.31,140,41,41,0,0,0,0,0,0.3,0.2,10,1.5,4.31,6.24,3.23,75,85,3 oz,276,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
05007,"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,BATTER",49.39,289,22.54,17.35,1.3,9.42,0.3,0,21,1.37,21,155,185,292,1.67,0.072,0.057,25.5,0,0.115,0.189,7.043,0.889,0.31,18,10,8,25,63.5,0.28,93,28,28,0,0,0,0,0,1.24,0.2,7,2.4,4.61,7.09,4.1,87,85,3 oz,280,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
05008,"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,FLR",52.41,269,28.56,14.92,0.98,3.15,0.1,0,17,1.38,25,191,234,84,2.04,0.075,0.034,21.7,0,0.087,0.193,8.992,1.079,0.41,9,3,6,11,79.8,0.31,89,27,27,0,0,0,0,0,0.63,0.1,6,2.4,4.06,5.89,3.41,90,85,3 oz,188,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
05009,"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,RSTD",59.45,239,27.3,13.6,0.92,0,0,0,15,1.26,23,182,223,82,1.94,0.066,0.02,23.9,0,0.063,0.168,8.487,1.03,0.4,5,0,5,5,65.9,0.3,161,48,48,0,0,0,0,0,0.27,0,2,2.4,3.79,5.34,2.97,88,140,"1 cup, chopped or diced",178,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
05010,"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,STWD",63.93,219,24.68,12.56,0.76,0,0,0,13,1.16,19,139,166,67,1.76,0.057,0.019,18,0,0.046,0.148,5.594,0.667,0.22,5,0,5,5,57.4,0.2,146,44,44,0,0,0,0,0,0.27,0,1,2.1,3.5,4.93,2.74,78,140,"1 cup, chopped or diced",200,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
05011,"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,RAW",75.46,119,21.39,3.08,0.96,0,0,0,12,0.89,25,173,229,77,1.54,0.053,0.019,15.7,2.3,0.073,0.142,8.239,1.058,0.43,7,0,7,7,65.7,0.37,52,16,16,0,0,0,0,0,0.21,0.1,5,1.8,0.79,0.9,0.75,70,85,3 oz,197,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
05012,"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,CKD,FRIED",57.53,219,30.57,9.12,1.09,1.69,0.1,0,17,1.35,27,205,257,91,2.24,0.075,0.028,24.5,0,0.085,0.198,9.663,1.166,0.48,7,0,7,7,91.2,0.34,59,18,18,0,0,0,0,0,0.46,0.1,5,2.8,2.46,3.35,2.15,94,140,"1 cup, chopped or diced",155,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
05013,"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,RSTD",63.79,190,28.93,7.41,1.02,0,0,0,15,1.21,25,195,243,86,2.1,0.067,0.019,22,0,0.069,0.178,9.173,1.104,0.47,6,0,6,6,78.8,0.33,53,16,16,0,0,0,0,0,0.27,0.1,5,2.4,2.04,2.66,1.69,89,140,"1 cup, chopped or diced",8.7,1 tbsp
05014,"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,STWD",66.81,177,27.29,6.71,0.85,0,0,0,14,1.17,21,150,180,70,1.99,0.061,0.019,20.9,0,0.049,0.163,6.117,0.746,0.26,6,0,6,6,72.4,0.22,50,15,15,0,0,0,0,0,0.27,0.1,5,2.4,1.84,2.39,1.54,83,140,"1 cup, chopped or diced",8.7,1 tbsp
05015,"CHICKEN,BROILERS OR FRYERS,SKN ONLY,RAW",54.22,349,13.33,32.35,0.41,0,0,0,11,1.08,13,100,103,63,0.93,0.041,0.019,12.3,0,0.033,0.069,3.987,0.692,0.09,3,0,3,3,,0.23,262,76,76,0,6,0,0,0,0,0.6,24,2.9,9.08,13.54,6.81,109,47,"1 unit,  (yield from 1 lb ready-to-cook chicken)",79,".5 chicken, skin only"
05016,"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,FRIED,BATTER",36.11,394,10.32,28.83,1.59,23.15,,,26,1.43,12,80,75,581,0.72,0.071,0.108,53.9,0,0.174,0.178,3.342,0.453,0.06,40,31,9,62,,0.17,138,,41,,,,,,,0.2,7,,7.61,12.35,6.83,74,114,"1 unit,  (yield from 1 lb ready-to-cook chicken)",190,".5 chicken, skin only"
05017,"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,FRIED,FLR",28.54,502,19.09,42.58,0.45,9.34,,,14,1.52,17,126,125,53,1.15,0.079,0.06,62.9,0,0.097,0.165,5.818,0.674,0.1,33,29,4,53,,0.18,232,70,70,,,,,,,,,,11.67,18.01,9.44,73,33,"1 unit,  (yield from 1 lb ready-to-cook chicken)",56,".5 chicken, skin only"
05018,"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,RSTD",40.29,454,20.36,40.68,0.5,0,0,0,14,1.51,15,125,136,65,1.23,0.064,0.022,20,0,0.036,0.127,5.581,0.71,0.1,2,0,2,2,45.7,0.2,260,78,78,0,0,0,0,0,0.4,0.2,8,2.4,11.42,17.03,8.57,83,34,"1 unit,  (yield from 1 lb ready-to-cook chicken)",56,".5 chicken, skin only"
05019,"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,STWD",53.27,363,15.22,33.04,0.43,0,0,,12,1.13,13,99,117,56,0.96,0.046,0.018,14.4,0,0.034,0.094,3.756,0.391,0.05,2,0,2,2,,0.11,198,,59,,,,,,,0.2,7,,9.28,13.83,6.96,63,44,"1 unit,  (yield from 1 lb ready-to-cook chicken)",72,".5 chicken, skin only"
05020,"CHICKEN,BROILERS OR FRYERS,GIBLETS,RAW",74.87,124,17.88,4.47,0.99,1.8,0,,10,5.86,18,197,228,77,3.32,0.243,0.149,55.2,16.2,0.088,0.987,6.662,3.208,0.42,345,0,345,345,,11.41,8847,2657,2657,,,,,,,,,,1.36,1.12,1.09,262,23,"1 unit,  (yield from 1 lb ready-to-cook chicken)",75,1 giblets
05021,"CHICKEN,BROILERS OR FRYERS,GIBLETS,CKD,FRIED",47.89,277,32.54,13.46,1.77,4.35,0,,18,10.32,25,286,330,113,6.27,0.422,0.222,104.2,8.7,0.097,1.524,10.987,4.453,0.61,379,0,379,379,,13.31,11929,3582,3582,,,,,,,,,,3.8,4.42,3.38,446,145,"1 cup, chopped or diced",13,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
05022,"CHICKEN,BROILERS OR FRYERS,GIBLETS,CKD,SIMMRD",67.72,157,27.15,4.5,1.12,0,0,0,14,7.04,14,289,224,67,4.23,0.331,0.199,59.6,12.5,0.143,1.052,6.625,3.274,0.397,257,0,257,257,178.1,9.44,5869,1753,1751,5,13,5,12,37,0.46,0,0,0,1.322,0.962,0.812,442,145,"1 cup, chopped or dice",,
05023,"CHICKEN,GIZZARD,ALL CLASSES,RAW",79.33,94,17.66,2.06,0.95,0,0,0,11,2.49,15,148,237,69,2.72,0.116,0.055,25.5,3.7,0.028,0.231,3.68,0.631,0.112,5,0,5,5,,1.21,64,19,19,0,0,0,0,0,0.33,,,0,0.529,0.512,0.357,240,28.35,1 oz,453,1 lb
05024,"CHICKEN,GIZZARD,ALL CLASSES,CKD,SIMMRD",67.93,154,30.39,2.68,0.89,0,0,0,17,3.19,3,189,179,56,4.42,0.161,0.074,41.1,0,0.026,0.21,3.12,0.468,0.071,5,0,5,5,104.4,1.04,0,0,0,0,0,0,0,0,0.2,0,0,0,0.67,0.528,0.353,370,145,"1 cup, chopped or dice",,
05025,"CHICKEN,HEART,ALL CLASSES,RAW",73.56,153,15.55,9.33,0.85,0.71,0,,12,5.96,15,177,176,74,6.59,0.346,0.089,4.3,3.2,0.152,0.728,4.883,2.559,0.36,72,0,72,72,,7.29,30,9,9,,,,,,,,,,2.66,2.37,2.71,136,6.1,1 heart,1.8,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
05026,"CHICKEN,HEART,ALL CLASSES,CKD,SIMMRD",64.85,185,26.41,7.92,0.72,0.1,0,,19,9.03,20,199,132,48,7.3,0.502,0.107,8,1.8,0.07,0.741,2.803,2.654,0.32,80,0,80,80,,7.29,28,8,8,,,,,,,,,,2.26,2.01,2.3,242,145,"1 cup, chopped or diced",1,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
05027,"CHICKEN,LIVER,ALL CLASSES,RAW",76.46,119,16.92,4.83,1.06,0.73,0,0,8,8.99,19,297,230,71,2.67,0.492,0.255,54.6,17.9,0.305,1.778,9.728,6.233,0.853,588,0,588,588,194.4,16.58,11078,3296,3290,11,56,11,40,0,0.7,0,0,0,1.563,1.249,1.306,345,44,1 liver,,
05028,"CHICKEN,LIVER,ALL CLASSES,CKD,SIMMRD",66.81,167,24.46,6.51,1.36,0.87,0,0,11,11.63,25,405,263,76,3.98,0.496,0.359,82.4,27.9,0.291,1.993,11.045,6.668,0.755,578,0,578,578,290,16.85,13328,3981,3978,11,30,11,21,83,0.82,0,0,0,2.06,1.416,1.988,563,44,1 liver,,
05029,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT & SKN,RAW",68.6,186,20.27,11.07,0.86,0,0,0,11,0.79,23,163,204,65,0.93,0.04,0.018,16.4,0,0.059,0.086,8.908,0.794,0.48,4,0,4,4,,0.34,99,30,29,0,0,0,0,0,0.27,,,2.4,3.16,4.52,2.34,67,116,"1 unit,  (yield from 1 lb ready-to-cook chicken)",194,".5 chicken, bone removed"
05030,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,BATTER",50.23,277,23.55,15.44,1.29,9.5,,,20,1.26,22,168,185,287,1.06,0.061,0.055,27.2,0,0.113,0.147,9.156,0.794,0.39,16,10,6,23,,0.28,79,24,24,,,,,,,,,,4.12,6.37,3.6,84,113,"1 unit,  (yield from 1 lb ready-to-cook chicken)",188,".5 chicken, bone removed"
05031,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,FLR",54.66,246,30.45,12.09,0.98,1.82,0.1,0,16,1.21,27,213,239,77,1.26,0.058,0.026,29.1,0,0.076,0.133,12.035,0.97,0.54,7,3,4,9,81.3,0.33,68,20,20,0,0,0,0,0,0.57,0.1,5,2.4,3.32,4.8,2.69,87,78,"1 unit,  (yield from 1 lb ready-to-cook chicken)",130,".5 chicken, bone removed"
05032,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,RSTD",60.51,222,29.02,10.85,0.93,0,0,,15,1.14,25,200,227,75,1.23,0.053,0.018,24.1,0,0.06,0.118,11.134,0.926,0.52,3,0,3,3,,0.32,110,33,33,,,,,,,,,,3.05,4.26,2.31,84,79,"1 unit,  (yield from 1 lb ready-to-cook chicken)",132,".5 chicken, bone removed"
05033,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,STWD",65.13,201,26.14,9.97,0.78,0,0,,13,0.98,20,146,167,63,1.14,0.044,0.018,21.2,0,0.041,0.112,6.935,0.535,0.27,3,0,3,3,,0.2,96,29,29,,,,,,,,,,2.8,3.92,2.12,74,90,"1 unit,  (yield from 1 lb ready-to-cook chicken)",150,".5 chicken, bone removed"
05034,"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT & SKN,RAW",65.42,237,16.69,18.34,0.76,0,0,0,11,0.98,19,136,178,73,1.58,0.054,0.019,12.7,0,0.061,0.146,5.211,0.994,0.25,7,0,7,7,,0.29,170,49,49,0,0,0,0,0,0.3,,,2.4,5.26,7.65,3.96,81,85,3 oz,160,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
05035,"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,FRIED,BATTER",48.82,298,21.85,18.64,1.31,9.38,,,21,1.44,20,145,185,295,2.08,0.08,0.058,23.6,0,0.117,0.218,5.607,0.953,0.25,18,9,9,24,,0.27,103,31,31,,,,,,,,,,4.95,7.58,4.43,89,85,3 oz,167,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
05036,"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,FRIED,FLR",50.82,285,27.22,16.91,0.97,4.08,0,0,17,1.5,24,176,230,89,2.6,0.088,0.039,20.5,0,0.095,0.235,6.842,1.157,0.32,11,3,8,13,,0.3,104,31,31,0,0,0,0,0,,,,2.4,4.58,6.66,3.91,92,110,"1 unit,  (yield from 1 lb ready-to-cook chicken)",184,".5 chicken, bone removed"
05037,"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,RSTD",58.63,253,25.97,15.78,0.92,0,0,,15,1.36,22,168,220,87,2.49,0.077,0.021,20.2,0,0.066,0.207,6.359,1.111,0.31,7,0,7,7,,0.29,201,60,60,,,,,,,,,,4.37,6.19,3.49,91,101,"1 unit,  (yield from 1 lb ready-to-cook chicken)",167,".5 chicken, bone removed"
05038,"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,STWD",62.99,233,23.5,14.66,0.74,0,0,,14,1.31,18,133,166,70,2.26,0.068,0.019,18.4,0,0.05,0.177,4.513,0.773,0.17,6,0,6,6,,0.2,186,56,56,,,,,,,,,,4.06,5.75,3.24,82,110,"1 unit,  (yield from 1 lb ready-to-cook chicken)",184,".5 chicken, bone removed"
05039,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,RAW",74.86,114,23.2,1.65,0.98,0,0,0,12,0.73,27,187,239,68,0.97,0.04,0.018,17.8,0,0.068,0.092,10.604,0.822,0.54,4,0,4,4,,0.38,27,8,8,0,0,0,0,0,0.22,,,2.4,0.44,0.39,0.37,58,88,"1 unit,  (yield from 1 lb ready-to-cook chicken)",147,".5 chicken, bone and skin removed"
05040,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,FRIED",60.14,192,32.82,5.54,1.09,0.42,0,,16,1.14,29,231,263,81,1.27,0.054,0.02,26.2,0,0.073,0.126,13.365,1.03,0.63,4,0,4,4,,0.36,30,9,9,,,,,,,,,,1.52,1.97,1.26,90,140,1 cup,64,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
05041,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,RSTD",64.76,173,30.91,4.51,1.02,0,0,0,15,1.06,27,216,247,77,1.23,0.05,0.017,24.4,0,0.065,0.116,12.421,0.972,0.6,4,0,4,4,84,0.34,29,9,9,0,0,0,0,0,0.27,0.1,5,0.3,1.27,1.54,0.98,85,140,"1 cup, chopped or diced",64,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
